Statistic,Month,NACE.Rev.2.Sector,value
Services Index Volume,2023 August,Transportation & Storage (H),155.0
Services Index Volume,2023 August,Accommodation & Food Service Activities (I),192.6
Services Index Volume,2023 August,Information & Communication (J),119.4
Services Index Volume,2023 August,"Professional, Scientific & Technical Activities (M)",110.0
Services Index Volume,2023 August,Administrative & Support Service Activities (N (excl. 7735)),85.7
Services Index Volume,2023 August,"Other Service Activities (L, 92, 93, 95, 96)",118.3
Services Index Volume,2023 August,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",115.6
Services Index Volume,2023 August,Wholesale Trade (46),100.8
Services Index Volume,2023 August,Accommodation (55),205.3
Services Index Volume,2023 August,"Food Service Activities (561, 562)",200.0
Services Index Volume,2023 August,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",111.6
Services Index Volume,2023 September,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),93.7
Services Index Volume,2023 September,Transportation & Storage (H),157.7
Services Index Volume,2023 September,Accommodation & Food Service Activities (I),179.1
Services Index Volume,2023 September,Information & Communication (J),130.4
Services Index Volume,2023 September,"Professional, Scientific & Technical Activities (M)",109.6
Services Index Volume,2023 September,Administrative & Support Service Activities (N (excl. 7735)),84.4
Services Index Volume,2023 September,"Other Service Activities (L, 92, 93, 95, 96)",120.1
Services Index Volume,2023 September,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",119.8
Services Index Volume,2023 September,Wholesale Trade (46),94.9
Services Index Volume,2023 September,Accommodation (55),189.0
Services Index Volume,2023 September,"Food Service Activities (561, 562)",186.3
Services Index Volume,2023 September,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",108.7
Services Index Volume,2023 October,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),94.1
Services Index Volume,2023 October,Transportation & Storage (H),139.8
Services Index Volume,2023 October,Accommodation & Food Service Activities (I),174.4
Services Index Volume,2023 October,Information & Communication (J),123.9
Services Index Volume,2023 October,"Professional, Scientific & Technical Activities (M)",114.0
Services Index Volume,2023 October,Administrative & Support Service Activities (N (excl. 7735)),88.1
Services Index Volume,2023 October,"Other Service Activities (L, 92, 93, 95, 96)",125.8
Services Index Volume,2023 October,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",116.9
Services Index Volume,2023 October,Wholesale Trade (46),98.0
Services Index Volume,2023 October,Accommodation (55),174.9
Services Index Volume,2023 October,"Food Service Activities (561, 562)",184.2
Services Index Volume,2023 October,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",109.5
Services Index Volume,2023 November,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),104.0
Services Index Volume,2023 November,Transportation & Storage (H),134.4
Services Index Volume,2023 November,Accommodation & Food Service Activities (I),165.6
Services Index Volume,2023 November,Information & Communication (J),128.4
Services Index Volume,2023 November,"Professional, Scientific & Technical Activities (M)",109.6
Services Index Volume,2023 November,Administrative & Support Service Activities (N (excl. 7735)),91.2
Services Index Volume,2023 November,"Other Service Activities (L, 92, 93, 95, 96)",127.8
Services Index Volume,2023 November,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",120.2
Services Index Volume,2023 November,Wholesale Trade (46),101.6
Services Index Volume,2023 November,Accommodation (55),159.3
Services Index Volume,2023 November,"Food Service Activities (561, 562)",169.9
Services Index Volume,2023 November,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",111.6
Services Index Volume,2023 December,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),105.4
Services Index Volume,2023 December,Transportation & Storage (H),135.0
Services Index Volume,2023 December,Accommodation & Food Service Activities (I),189.3
Services Index Volume,2023 December,Information & Communication (J),155.3
Services Index Volume,2023 December,"Professional, Scientific & Technical Activities (M)",119.9
Services Index Volume,2023 December,Administrative & Support Service Activities (N (excl. 7735)),98.8
Services Index Volume,2023 December,"Other Service Activities (L, 92, 93, 95, 96)",138.4
Services Index Volume,2023 December,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",137.2
Services Index Volume,2023 December,Wholesale Trade (46),92.4
Services Index Volume,2023 December,Accommodation (55),178.2
Services Index Volume,2023 December,"Food Service Activities (561, 562)",186.3
Services Index Volume,2023 December,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",118.4
Services Index Volume,2024 January,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),95.2
Services Index Volume,2024 January,Transportation & Storage (H),125.2
Services Index Volume,2024 January,Accommodation & Food Service Activities (I),131.6
Services Index Volume,2024 January,Information & Communication (J),119.3
Services Index Volume,2024 January,"Professional, Scientific & Technical Activities (M)",101.0
Services Index Volume,2024 January,Administrative & Support Service Activities (N (excl. 7735)),108.3
Services Index Volume,2024 January,"Other Service Activities (L, 92, 93, 95, 96)",131.5
Services Index Volume,2024 January,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",112.3
Services Index Volume,2024 January,Wholesale Trade (46),91.8
Services Index Volume,2024 January,Accommodation (55),135.4
Services Index Volume,2024 January,"Food Service Activities (561, 562)",151.3
Services Index Volume,2024 January,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",105.1
Services Index Volume,2024 February,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),99.0
Services Index Volume,2024 February,Transportation & Storage (H),119.8
Services Index Volume,2024 February,Accommodation & Food Service Activities (I),159.7
Services Index Volume,2024 February,Information & Communication (J),118.2
Services Index Volume,2024 February,"Professional, Scientific & Technical Activities (M)",106.1
Services Index Volume,2024 February,Administrative & Support Service Activities (N (excl. 7735)),80.7
Services Index Volume,2024 February,"Other Service Activities (L, 92, 93, 95, 96)",128.5
Services Index Volume,2024 February,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",112.3
Services Index Volume,2024 February,Wholesale Trade (46),99.7
Services Index Volume,2024 February,Accommodation (55),144.3
Services Index Volume,2024 February,"Food Service Activities (561, 562)",160.9
Services Index Volume,2024 February,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",106.1
Services Index Volume,2024 March,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),99.0
Services Index Volume,2024 March,Transportation & Storage (H),143.1
Services Index Volume,2024 March,Accommodation & Food Service Activities (I),184.7
Services Index Volume,2024 March,Information & Communication (J),128.9
Services Index Volume,2024 March,"Professional, Scientific & Technical Activities (M)",112.2
Services Index Volume,2024 March,Administrative & Support Service Activities (N (excl. 7735)),91.2
Services Index Volume,2024 March,"Other Service Activities (L, 92, 93, 95, 96)",140.1
Services Index Volume,2024 March,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",121.1
Services Index Volume,2024 March,Wholesale Trade (46),99.8
Services Index Volume,2024 March,Accommodation (55),168.3
Services Index Volume,2024 March,"Food Service Activities (561, 562)",179.2
Services Index Volume,2024 March,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",113.0
Services Index Volume,2024 April,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),92.6
Services Index Volume,2024 April,Transportation & Storage (H),138.0
Services Index Volume,2024 April,Accommodation & Food Service Activities (I),167.4
Services Index Volume,2024 April,Information & Communication (J),127.2
Services Index Volume,2024 April,"Professional, Scientific & Technical Activities (M)",114.0
Services Index Volume,2024 April,Administrative & Support Service Activities (N (excl. 7735)),89.2
Services Index Volume,2024 April,"Other Service Activities (L, 92, 93, 95, 96)",147.5
Services Index Volume,2024 April,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",118.7
Services Index Volume,2024 April,Wholesale Trade (46),90.9
Services Index Volume,2024 April,Accommodation (55),178.1
Services Index Volume,2024 April,"Food Service Activities (561, 562)",174.6
Services Index Volume,2024 April,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",109.8
Services Index Volume,2024 May,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),100.6
Services Index Volume,2024 May,Transportation & Storage (H),156.6
Services Index Volume,2024 May,Accommodation & Food Service Activities (I),201.7
Services Index Volume,2024 May,Information & Communication (J),133.1
Services Index Volume,2024 May,"Professional, Scientific & Technical Activities (M)",112.0
Services Index Volume,2024 May,Administrative & Support Service Activities (N (excl. 7735)),83.6
Services Index Volume,2024 May,"Other Service Activities (L, 92, 93, 95, 96)",151.4
Services Index Volume,2024 May,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",124.4
Services Index Volume,2024 May,Wholesale Trade (46),103.6
Services Index Volume,2024 May,Accommodation (55),202.6
Services Index Volume,2024 May,"Food Service Activities (561, 562)",183.8
Services Index Volume,2024 May,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",115.3
Services Index Volume,2024 June,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),104.3
Services Index Volume,2024 June,Transportation & Storage (H),152.7
Services Index Volume,2024 June,Accommodation & Food Service Activities (I),175.2
Services Index Volume,2024 June,Information & Communication (J),146.0
Services Index Volume,2024 June,"Professional, Scientific & Technical Activities (M)",121.5
Services Index Volume,2024 June,Administrative & Support Service Activities (N (excl. 7735)),83.2
Services Index Volume,2024 June,"Other Service Activities (L, 92, 93, 95, 96)",148.5
Services Index Volume,2024 June,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",132.0
Services Index Volume,2024 June,Wholesale Trade (46),108.2
Services Index Volume,2024 June,Accommodation (55),201.6
Services Index Volume,2024 June,"Food Service Activities (561, 562)",184.8
Services Index Volume,2024 June,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",117.4
Services Index Volume,2024 July,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),96.4
Services Index Volume,2024 July,Transportation & Storage (H),154.2
Services Index Volume,2024 July,Accommodation & Food Service Activities (I),166.5
Services Index Volume,2024 July,Information & Communication (J),133.9
Services Index Volume,2024 July,"Professional, Scientific & Technical Activities (M)",120.6
Services Index Volume,2024 July,Administrative & Support Service Activities (N (excl. 7735)),74.5
Services Index Volume,2024 July,"Other Service Activities (L, 92, 93, 95, 96)",140.9
Services Index Volume,2024 July,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",123.2
Services Index Volume,2024 July,Wholesale Trade (46),93.8
Services Index Volume,2024 July,Accommodation (55),183.2
Services Index Volume,2024 July,"Food Service Activities (561, 562)",178.1
Services Index Volume,2024 July,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",112.1
Services Index Volume,2024 August,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),91.9
Services Index Volume,2024 August,Transportation & Storage (H),151.2
Services Index Volume,2024 August,Accommodation & Food Service Activities (I),178.4
Services Index Volume,2024 August,Information & Communication (J),136.4
Services Index Volume,2024 August,"Professional, Scientific & Technical Activities (M)",107.7
Services Index Volume,2024 August,Administrative & Support Service Activities (N (excl. 7735)),72.6
Services Index Volume,2024 August,"Other Service Activities (L, 92, 93, 95, 96)",140.4
Services Index Volume,2024 August,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",121.9
Services Index Volume,2024 August,Wholesale Trade (46),90.9
Services Index Volume,2024 August,Accommodation (55),195.2
Services Index Volume,2024 August,"Food Service Activities (561, 562)",181.0
Services Index Volume,2024 August,"Services, excl. Sector J. (G, H, I, L, M, N (excl. N7735), R92, R93, S95, S96)",106.8
Services Index Volume,2024 September,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),100.9
Services Index Volume,2024 September,Transportation & Storage (H),149.9
